Cluster = 0
Cluster = 1
Genus: oxytropis 	 NumberInCluster: 4 	 PercentageInCluster: 0.060606
Genus: petunia 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: veronicastrum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: woodsia 	 NumberInCluster: 2 	 PercentageInCluster: 0.090909
Genus: neobeckia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: arabidopsis 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: helianthus 	 NumberInCluster: 12 	 PercentageInCluster: 0.148148
Genus: viola 	 NumberInCluster: 22 	 PercentageInCluster: 0.122222
Genus: triphora 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: erysimum 	 NumberInCluster: 1 	 PercentageInCluster: 0.027778
Genus: carpinus 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: boltonia 	 NumberInCluster: 3 	 PercentageInCluster: 0.300000
Genus: lycopus 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: phryma 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: acinos 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: phytolacca 	 NumberInCluster: 2 	 PercentageInCluster: 0.222222
Genus: ranunculus 	 NumberInCluster: 8 	 PercentageInCluster: 0.056738
Genus: solanum 	 NumberInCluster: 3 	 PercentageInCluster: 0.027778
Genus: polygonella 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: cardamine 	 NumberInCluster: 3 	 PercentageInCluster: 0.043478
Genus: lemna 	 NumberInCluster: 2 	 PercentageInCluster: 0.222222
Genus: bromus 	 NumberInCluster: 5 	 PercentageInCluster: 0.073529
Genus: gypsophila 	 NumberInCluster: 3 	 PercentageInCluster: 0.333333
Genus: celtis 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: chamaecyparis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: reseda 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: polypogon 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: nyssa 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: strophostyles 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: asarum 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: allium 	 NumberInCluster: 8 	 PercentageInCluster: 0.054054
Genus: ceanothus 	 NumberInCluster: 1 	 PercentageInCluster: 0.011765
Genus: sisymbrium 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: cydonia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: trichostema 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: prunus 	 NumberInCluster: 6 	 PercentageInCluster: 0.068966
Genus: rosa 	 NumberInCluster: 4 	 PercentageInCluster: 0.047619
Genus: amphicarpaea 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: crataegus 	 NumberInCluster: 22 	 PercentageInCluster: 0.112821
Genus: thermopsis 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: nuphar 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: corynephorus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: leersia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: anthoxanthum 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: lathyrus 	 NumberInCluster: 2 	 PercentageInCluster: 0.026316
Genus: hosta 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: alyssum 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: commelina 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: iberis 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: elaeagnus 	 NumberInCluster: 3 	 PercentageInCluster: 0.500000
Genus: elatine 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: nicotiana 	 NumberInCluster: 2 	 PercentageInCluster: 0.095238
Genus: euonymus 	 NumberInCluster: 4 	 PercentageInCluster: 0.173913
Genus: gamochaeta 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: salix 	 NumberInCluster: 8 	 PercentageInCluster: 0.047619
Genus: krigia 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: najas 	 NumberInCluster: 2 	 PercentageInCluster: 0.166667
Genus: holosteum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: coreopsis 	 NumberInCluster: 5 	 PercentageInCluster: 0.108696
Genus: triticum 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: menispermum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: galinsoga 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: clematis 	 NumberInCluster: 2 	 PercentageInCluster: 0.037736
Genus: helianthemum 	 NumberInCluster: 3 	 PercentageInCluster: 0.214286
Genus: lycium 	 NumberInCluster: 2 	 PercentageInCluster: 0.055556
Genus: asplenium 	 NumberInCluster: 7 	 PercentageInCluster: 0.069307
Genus: myriophyllum 	 NumberInCluster: 2 	 PercentageInCluster: 0.142857
Genus: veratrum 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: lyonia 	 NumberInCluster: 2 	 PercentageInCluster: 0.166667
Genus: gentiana 	 NumberInCluster: 3 	 PercentageInCluster: 0.076923
Genus: botrychium 	 NumberInCluster: 2 	 PercentageInCluster: 0.054054
Genus: smilax 	 NumberInCluster: 2 	 PercentageInCluster: 0.090909
Genus: ammophila 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: ilex 	 NumberInCluster: 1 	 PercentageInCluster: 0.025000
Genus: valerianella 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: iris 	 NumberInCluster: 4 	 PercentageInCluster: 0.061538
Genus: polygonatum 	 NumberInCluster: 3 	 PercentageInCluster: 0.333333
Genus: buglossoides 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lindera 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: philadelphus 	 NumberInCluster: 1 	 PercentageInCluster: 0.028571
Genus: lysimachia 	 NumberInCluster: 4 	 PercentageInCluster: 0.088889
Genus: amaranthus 	 NumberInCluster: 9 	 PercentageInCluster: 0.176471
Genus: myosotis 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: rhynchospora 	 NumberInCluster: 1 	 PercentageInCluster: 0.009615
Genus: castilleja 	 NumberInCluster: 1 	 PercentageInCluster: 0.006211
Genus: bartonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: ionactis 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: bupleurum 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: anagallis 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: syringa 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: erigeron 	 NumberInCluster: 2 	 PercentageInCluster: 0.007576
Genus: elymus 	 NumberInCluster: 6 	 PercentageInCluster: 0.090909
Genus: hepatica 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: pyrus 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: parthenocissus 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: leucophysalis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: xanthium 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: glycyrrhiza 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: penthorum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: bassia 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: helenium 	 NumberInCluster: 3 	 PercentageInCluster: 0.107143
Genus: artemisia 	 NumberInCluster: 3 	 PercentageInCluster: 0.029703
Genus: sagittaria 	 NumberInCluster: 2 	 PercentageInCluster: 0.060606
Genus: mycelis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: filipendula 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: erica 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: trifolium 	 NumberInCluster: 1 	 PercentageInCluster: 0.006711
Genus: euthamia 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: cosmos 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: heteranthera 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: uvularia 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: acer 	 NumberInCluster: 5 	 PercentageInCluster: 0.125000
Genus: panax 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: tephrosia 	 NumberInCluster: 1 	 PercentageInCluster: 0.041667
Genus: picris 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: vitis 	 NumberInCluster: 3 	 PercentageInCluster: 0.100000
Genus: lupinus 	 NumberInCluster: 4 	 PercentageInCluster: 0.011696
Genus: desmodium 	 NumberInCluster: 8 	 PercentageInCluster: 0.114286
Genus: hordeum 	 NumberInCluster: 1 	 PercentageInCluster: 0.052632
Genus: platanus 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: platanthera 	 NumberInCluster: 2 	 PercentageInCluster: 0.035088
Genus: ulmus 	 NumberInCluster: 3 	 PercentageInCluster: 0.272727
Genus: peltandra 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: podophyllum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: torreyochloa 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: pinus 	 NumberInCluster: 1 	 PercentageInCluster: 0.013889
Genus: aristolochia 	 NumberInCluster: 1 	 PercentageInCluster: 0.045455
Genus: aconitum 	 NumberInCluster: 1 	 PercentageInCluster: 0.055556
Genus: dictamnus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: thladiantha 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: luzula 	 NumberInCluster: 2 	 PercentageInCluster: 0.045455
Genus: phlox 	 NumberInCluster: 2 	 PercentageInCluster: 0.013158
Genus: agalinis 	 NumberInCluster: 4 	 PercentageInCluster: 0.095238
Genus: medicago 	 NumberInCluster: 1 	 PercentageInCluster: 0.052632
Cluster = 18
Genus: hyssopus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: senecio 	 NumberInCluster: 3 	 PercentageInCluster: 0.034884
Genus: zizia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: convallaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: lychnis 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: hypericum 	 NumberInCluster: 7 	 PercentageInCluster: 0.104478
Genus: rorippa 	 NumberInCluster: 2 	 PercentageInCluster: 0.046512
Genus: geranium 	 NumberInCluster: 3 	 PercentageInCluster: 0.053571
Genus: hydrocotyle 	 NumberInCluster: 1 	 PercentageInCluster: 0.076923
Genus: sium 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: symphoricarpos 	 NumberInCluster: 3 	 PercentageInCluster: 0.166667
Genus: verbena 	 NumberInCluster: 2 	 PercentageInCluster: 0.036364
Genus: elodea 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: isoetes 	 NumberInCluster: 4 	 PercentageInCluster: 0.075472
Genus: mercurialis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: geum 	 NumberInCluster: 7 	 PercentageInCluster: 0.205882
Genus: penstemon 	 NumberInCluster: 1 	 PercentageInCluster: 0.002577
Genus: ostrya 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: nymphaea 	 NumberInCluster: 2 	 PercentageInCluster: 0.095238
Genus: dulichium 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: leonurus 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: caulophyllum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: gaylussacia 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: dianthus 	 NumberInCluster: 3 	 PercentageInCluster: 0.250000
Genus: nicandra 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: liparis 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: arnoseris 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: bellis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: schoenoplectus 	 NumberInCluster: 5 	 PercentageInCluster: 0.147059
Genus: spiranthes 	 NumberInCluster: 10 	 PercentageInCluster: 0.277778
Genus: inula 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: scrophularia 	 NumberInCluster: 2 	 PercentageInCluster: 0.095238
Genus: lythrum 	 NumberInCluster: 1 	 PercentageInCluster: 0.066667
Genus: trillium 	 NumberInCluster: 3 	 PercentageInCluster: 0.062500
Genus: scheuchzeria 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: danthonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: holcus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: dactylorhiza 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: drosera 	 NumberInCluster: 3 	 PercentageInCluster: 0.166667
Genus: pimpinella 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: houstonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.043478
Genus: robinia 	 NumberInCluster: 3 	 PercentageInCluster: 0.176471
Genus: hemerocallis 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: digitalis 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: cornus 	 NumberInCluster: 3 	 PercentageInCluster: 0.115385
Genus: erucastrum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: borago 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: scutellaria 	 NumberInCluster: 2 	 PercentageInCluster: 0.026316
Genus: delphinium 	 NumberInCluster: 1 	 PercentageInCluster: 0.009434
Genus: fagus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: quercus 	 NumberInCluster: 3 	 PercentageInCluster: 0.013043
Genus: avena 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: lappula 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: pogonia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: corallorhiza 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: aralia 	 NumberInCluster: 4 	 PercentageInCluster: 0.400000
Genus: spirodela 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: trisetum 	 NumberInCluster: 1 	 PercentageInCluster: 0.076923
Genus: trichophorum 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: briza 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: chimaphila 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: sisyrinchium 	 NumberInCluster: 1 	 PercentageInCluster: 0.022222
Genus: sonchus 	 NumberInCluster: 3 	 PercentageInCluster: 0.428571
Genus: corylus 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: vallisneria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: osmorhiza 	 NumberInCluster: 4 	 PercentageInCluster: 0.444444
Genus: populus 	 NumberInCluster: 4 	 PercentageInCluster: 0.133333
Genus: milium 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: anemone 	 NumberInCluster: 8 	 PercentageInCluster: 0.166667
Genus: levisticum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cynoglossum 	 NumberInCluster: 3 	 PercentageInCluster: 0.300000
Genus: thalictrum 	 NumberInCluster: 1 	 PercentageInCluster: 0.033333
Genus: schizachne 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: echinocystis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hamamelis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: agrostis 	 NumberInCluster: 2 	 PercentageInCluster: 0.060606
Genus: symphyotrichum 	 NumberInCluster: 15 	 PercentageInCluster: 0.102041
Genus: tilia 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: lobelia 	 NumberInCluster: 4 	 PercentageInCluster: 0.053333
Genus: deparia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: spiraea 	 NumberInCluster: 3 	 PercentageInCluster: 0.090909
Genus: chamaesyce 	 NumberInCluster: 4 	 PercentageInCluster: 0.033613
Genus: silybum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: berteroa 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: eragrostis 	 NumberInCluster: 3 	 PercentageInCluster: 0.044118
Genus: huperzia 	 NumberInCluster: 2 	 PercentageInCluster: 0.052632
Genus: pseudognaphalium 	 NumberInCluster: 3 	 PercentageInCluster: 0.090909
Genus: brachyelytrum 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: sambucus 	 NumberInCluster: 4 	 PercentageInCluster: 0.500000
Genus: nepeta 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: malaxis 	 NumberInCluster: 2 	 PercentageInCluster: 0.142857
Genus: zizania 	 NumberInCluster: 5 	 PercentageInCluster: 0.625000
Genus: datura 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: frangula 	 NumberInCluster: 1 	 PercentageInCluster: 0.045455
Genus: calamagrostis 	 NumberInCluster: 1 	 PercentageInCluster: 0.026316
Genus: tsuga 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: toxicodendron 	 NumberInCluster: 3 	 PercentageInCluster: 0.272727
Genus: vaccinium 	 NumberInCluster: 4 	 PercentageInCluster: 0.088889
Genus: crassula 	 NumberInCluster: 1 	 PercentageInCluster: 0.066667
Genus: phalaris 	 NumberInCluster: 2 	 PercentageInCluster: 0.181818
Genus: gymnocarpium 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: dicentra 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: bidens 	 NumberInCluster: 7 	 PercentageInCluster: 0.098592
Genus: acalypha 	 NumberInCluster: 1 	 PercentageInCluster: 0.041667
Genus: symphytum 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: hylotelephium 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: tanacetum 	 NumberInCluster: 2 	 PercentageInCluster: 0.222222
Genus: hudsonia 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: antennaria 	 NumberInCluster: 6 	 PercentageInCluster: 0.105263
Genus: juncus 	 NumberInCluster: 12 	 PercentageInCluster: 0.070588
Genus: vicia 	 NumberInCluster: 5 	 PercentageInCluster: 0.108696
Genus: heliopsis 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: lechea 	 NumberInCluster: 4 	 PercentageInCluster: 0.166667
Genus: cynosurus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: piptatherum 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: osmunda 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: hieracium 	 NumberInCluster: 16 	 PercentageInCluster: 0.197531
Genus: primula 	 NumberInCluster: 2 	 PercentageInCluster: 0.068966
Genus: nuttallanthus 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: digitaria 	 NumberInCluster: 2 	 PercentageInCluster: 0.055556
Genus: sparganium 	 NumberInCluster: 3 	 PercentageInCluster: 0.272727
Genus: muhlenbergia 	 NumberInCluster: 2 	 PercentageInCluster: 0.028571
Genus: scirpus 	 NumberInCluster: 4 	 PercentageInCluster: 0.200000
Genus: chaenorhinum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: aethusa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: elsholtzia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: acorus 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: comptonia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: chelone 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: oxalis 	 NumberInCluster: 3 	 PercentageInCluster: 0.076923
Genus: cryptogramma 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: adlumia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lamium 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: cerastium 	 NumberInCluster: 2 	 PercentageInCluster: 0.044444
Genus: echinochloa 	 NumberInCluster: 3 	 PercentageInCluster: 0.166667
Genus: sanicula 	 NumberInCluster: 2 	 PercentageInCluster: 0.076923
Genus: proserpinaca 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: anchusa 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: anthriscus 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: potentilla 	 NumberInCluster: 12 	 PercentageInCluster: 0.089552
Genus: goodyera 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: onopordum 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: draba 	 NumberInCluster: 1 	 PercentageInCluster: 0.006711
Genus: pontederia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: schizachyrium 	 NumberInCluster: 2 	 PercentageInCluster: 0.125000
Genus: mimulus 	 NumberInCluster: 4 	 PercentageInCluster: 0.035398
Genus: claytonia 	 NumberInCluster: 2 	 PercentageInCluster: 0.035714
Genus: nymphoides 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: lapsana 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: thymus 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: conyza 	 NumberInCluster: 2 	 PercentageInCluster: 0.222222
Genus: pyrola 	 NumberInCluster: 4 	 PercentageInCluster: 0.444444
Genus: heracleum 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: cymbalaria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lilium 	 NumberInCluster: 3 	 PercentageInCluster: 0.068182
Genus: sorbaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: campanula 	 NumberInCluster: 4 	 PercentageInCluster: 0.114286
Genus: axyris 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cyperus 	 NumberInCluster: 6 	 PercentageInCluster: 0.041379
Genus: arenaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.016667
Genus: woodwardia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: alisma 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: ceratophyllum 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: ribes 	 NumberInCluster: 3 	 PercentageInCluster: 0.031250
Genus: saponaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: mentha 	 NumberInCluster: 4 	 PercentageInCluster: 0.333333
Genus: suaeda 	 NumberInCluster: 4 	 PercentageInCluster: 0.235294
Genus: panicum 	 NumberInCluster: 8 	 PercentageInCluster: 0.097561
Genus: festuca 	 NumberInCluster: 2 	 PercentageInCluster: 0.032258
Genus: sanguinaria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: agrostemma 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: lepidium 	 NumberInCluster: 6 	 PercentageInCluster: 0.063158
Genus: sorbus 	 NumberInCluster: 2 	 PercentageInCluster: 0.125000
Genus: euphorbia 	 NumberInCluster: 5 	 PercentageInCluster: 0.056818
Genus: alliaria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: equisetum 	 NumberInCluster: 4 	 PercentageInCluster: 0.200000
Genus: fraxinus 	 NumberInCluster: 4 	 PercentageInCluster: 0.200000
Genus: actaea 	 NumberInCluster: 3 	 PercentageInCluster: 0.230769
Genus: cuscuta 	 NumberInCluster: 5 	 PercentageInCluster: 0.066667
Genus: calystegia 	 NumberInCluster: 2 	 PercentageInCluster: 0.036364
Genus: apocynum 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: echium 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: humulus 	 NumberInCluster: 3 	 PercentageInCluster: 0.500000
Genus: daucus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: glebionis 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: lindernia 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: myrrhis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: spergularia 	 NumberInCluster: 2 	 PercentageInCluster: 0.117647
Genus: polygala 	 NumberInCluster: 2 	 PercentageInCluster: 0.025000
Genus: camelina 	 NumberInCluster: 3 	 PercentageInCluster: 0.600000
Genus: gratiola 	 NumberInCluster: 2 	 PercentageInCluster: 0.142857
Genus: lycopodiella 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: narcissus 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: erigeron 	 NumberInCluster: 6 	 PercentageInCluster: 0.022727
Genus: convolvulus 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: doellingeria 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: silene 	 NumberInCluster: 7 	 PercentageInCluster: 0.046980
Genus: calendula 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: rubus 	 NumberInCluster: 15 	 PercentageInCluster: 0.058140
Genus: alnus 	 NumberInCluster: 2 	 PercentageInCluster: 0.125000
Genus: adiantum 	 NumberInCluster: 1 	 PercentageInCluster: 0.035714
Genus: solanum 	 NumberInCluster: 9 	 PercentageInCluster: 0.083333
Genus: tragopogon 	 NumberInCluster: 3 	 PercentageInCluster: 0.300000
Genus: atriplex 	 NumberInCluster: 2 	 PercentageInCluster: 0.017094
Genus: sphenopholis 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: glyceria 	 NumberInCluster: 5 	 PercentageInCluster: 0.250000
Genus: sporobolus 	 NumberInCluster: 2 	 PercentageInCluster: 0.047619
Genus: neslia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: agrimonia 	 NumberInCluster: 3 	 PercentageInCluster: 0.333333
Genus: amelanchier 	 NumberInCluster: 9 	 PercentageInCluster: 0.321429
Genus: diplotaxis 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: crepis 	 NumberInCluster: 2 	 PercentageInCluster: 0.039216
Genus: ornithogalum 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: ludwigia 	 NumberInCluster: 1 	 PercentageInCluster: 0.024390
Genus: phragmites 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: eupatoriadelphus 	 NumberInCluster: 4 	 PercentageInCluster: 0.666667
Genus: juglans 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: brasenia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: anthemis 	 NumberInCluster: 3 	 PercentageInCluster: 0.500000
Genus: polygonum 	 NumberInCluster: 23 	 PercentageInCluster: 0.216981
Genus: apios 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: xanthium 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: comandra 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
