Cluster = 0
Cluster = 1
Genus: photinia 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: euonymus 	 NumberInCluster: 3 	 PercentageInCluster: 0.130435
Genus: salix 	 NumberInCluster: 13 	 PercentageInCluster: 0.077381
Genus: cardaria 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: najas 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: betula 	 NumberInCluster: 7 	 PercentageInCluster: 0.145833
Genus: coreopsis 	 NumberInCluster: 1 	 PercentageInCluster: 0.021739
Genus: triticum 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: clematis 	 NumberInCluster: 5 	 PercentageInCluster: 0.094340
Genus: cypripedium 	 NumberInCluster: 5 	 PercentageInCluster: 0.238095
Genus: cannabis 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: carduus 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: asplenium 	 NumberInCluster: 8 	 PercentageInCluster: 0.079208
Genus: epilobium 	 NumberInCluster: 4 	 PercentageInCluster: 0.072727
Genus: phemeranthus 	 NumberInCluster: 2 	 PercentageInCluster: 0.117647
Genus: leonurus 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: calylophus 	 NumberInCluster: 1 	 PercentageInCluster: 0.076923
Genus: aegilops 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: gentiana 	 NumberInCluster: 8 	 PercentageInCluster: 0.205128
Genus: monolepis 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: botrychium 	 NumberInCluster: 4 	 PercentageInCluster: 0.108108
Genus: parthenium 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: smilax 	 NumberInCluster: 3 	 PercentageInCluster: 0.136364
Genus: athyrium 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: ilex 	 NumberInCluster: 1 	 PercentageInCluster: 0.025000
Genus: valerianella 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: iris 	 NumberInCluster: 2 	 PercentageInCluster: 0.030769
Genus: polygonatum 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: philadelphus 	 NumberInCluster: 1 	 PercentageInCluster: 0.028571
Genus: lysimachia 	 NumberInCluster: 2 	 PercentageInCluster: 0.044444
Genus: desmanthus 	 NumberInCluster: 1 	 PercentageInCluster: 0.066667
Genus: canadanthus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: castilleja 	 NumberInCluster: 2 	 PercentageInCluster: 0.012422
Genus: carex 	 NumberInCluster: 37 	 PercentageInCluster: 0.053314
Genus: lithospermum 	 NumberInCluster: 4 	 PercentageInCluster: 0.190476
Genus: ambrosia 	 NumberInCluster: 3 	 PercentageInCluster: 0.100000
Genus: anagallis 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: malva 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: dodecatheon 	 NumberInCluster: 4 	 PercentageInCluster: 0.105263
Genus: erigeron 	 NumberInCluster: 7 	 PercentageInCluster: 0.026515
Genus: carthamus 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: elymus 	 NumberInCluster: 9 	 PercentageInCluster: 0.136364
Genus: torilis 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: physostegia 	 NumberInCluster: 3 	 PercentageInCluster: 0.214286
Genus: eriodictyon 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: helenium 	 NumberInCluster: 1 	 PercentageInCluster: 0.035714
Genus: artemisia 	 NumberInCluster: 7 	 PercentageInCluster: 0.069307
Genus: sagittaria 	 NumberInCluster: 3 	 PercentageInCluster: 0.090909
Genus: croton 	 NumberInCluster: 4 	 PercentageInCluster: 0.063492
Genus: trifolium 	 NumberInCluster: 2 	 PercentageInCluster: 0.013423
Genus: euthamia 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: limonium 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: cnidium 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: acer 	 NumberInCluster: 2 	 PercentageInCluster: 0.050000
Genus: diarrhena 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: vitis 	 NumberInCluster: 1 	 PercentageInCluster: 0.033333
Genus: desmodium 	 NumberInCluster: 1 	 PercentageInCluster: 0.014286
Genus: yucca 	 NumberInCluster: 2 	 PercentageInCluster: 0.044444
Genus: hordeum 	 NumberInCluster: 1 	 PercentageInCluster: 0.052632
Genus: eriochloa 	 NumberInCluster: 2 	 PercentageInCluster: 0.133333
Genus: platanthera 	 NumberInCluster: 3 	 PercentageInCluster: 0.052632
Genus: ulmus 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: pinus 	 NumberInCluster: 1 	 PercentageInCluster: 0.013889
Genus: galeopsis 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: salicornia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: phlox 	 NumberInCluster: 13 	 PercentageInCluster: 0.085526
Genus: agalinis 	 NumberInCluster: 4 	 PercentageInCluster: 0.095238
Genus: medicago 	 NumberInCluster: 1 	 PercentageInCluster: 0.052632
Cluster = 14
Genus: senna 	 NumberInCluster: 2 	 PercentageInCluster: 0.039216
Genus: zizia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: lespedeza 	 NumberInCluster: 17 	 PercentageInCluster: 0.607143
Genus: isotria 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: mikania 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: vernonia 	 NumberInCluster: 3 	 PercentageInCluster: 0.081081
Genus: cardiospermum 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: sabatia 	 NumberInCluster: 2 	 PercentageInCluster: 0.090909
Genus: lychnis 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: hypericum 	 NumberInCluster: 9 	 PercentageInCluster: 0.134328
Genus: rorippa 	 NumberInCluster: 4 	 PercentageInCluster: 0.093023
Genus: geranium 	 NumberInCluster: 7 	 PercentageInCluster: 0.125000
Genus: sherardia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: elyleymus 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: hydrocotyle 	 NumberInCluster: 2 	 PercentageInCluster: 0.153846
Genus: onosmodium 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: tradescantia 	 NumberInCluster: 3 	 PercentageInCluster: 0.071429
Genus: rapistrum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: symphoricarpos 	 NumberInCluster: 2 	 PercentageInCluster: 0.111111
Genus: cunila 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cucumis 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: elodea 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: duchesnea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: isoetes 	 NumberInCluster: 7 	 PercentageInCluster: 0.132075
Genus: typha 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: geum 	 NumberInCluster: 6 	 PercentageInCluster: 0.176471
Genus: gleditsia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: hydrophyllum 	 NumberInCluster: 3 	 PercentageInCluster: 0.187500
Genus: penstemon 	 NumberInCluster: 8 	 PercentageInCluster: 0.020619
Genus: carya 	 NumberInCluster: 7 	 PercentageInCluster: 0.318182
Genus: nymphaea 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: saururus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: saxifraga 	 NumberInCluster: 4 	 PercentageInCluster: 0.035714
Genus: lygodium 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: caulophyllum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: sicyos 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: gaylussacia 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: orontium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: herniaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: nicandra 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: crypsis 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: liparis 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: rudbeckia 	 NumberInCluster: 7 	 PercentageInCluster: 0.170732
Genus: myosoton 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pinellia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: phacelia 	 NumberInCluster: 1 	 PercentageInCluster: 0.004444
Genus: iodanthus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: schoenoplectus 	 NumberInCluster: 8 	 PercentageInCluster: 0.235294
Genus: proboscidea 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: magnolia 	 NumberInCluster: 2 	 PercentageInCluster: 0.153846
Genus: spiranthes 	 NumberInCluster: 7 	 PercentageInCluster: 0.194444
Genus: chaerophyllum 	 NumberInCluster: 5 	 PercentageInCluster: 0.625000
Genus: crotalaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.035714
Genus: scrophularia 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: lythrum 	 NumberInCluster: 2 	 PercentageInCluster: 0.133333
Genus: ruellia 	 NumberInCluster: 4 	 PercentageInCluster: 0.108108
Genus: trillium 	 NumberInCluster: 3 	 PercentageInCluster: 0.062500
Genus: scheuchzeria 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: danthonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: triadenum 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: chloris 	 NumberInCluster: 1 	 PercentageInCluster: 0.045455
Genus: melissa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hydrangea 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: consolida 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: drosera 	 NumberInCluster: 2 	 PercentageInCluster: 0.111111
Genus: zanthoxylum 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: houstonia 	 NumberInCluster: 5 	 PercentageInCluster: 0.217391
Genus: gaillardia 	 NumberInCluster: 2 	 PercentageInCluster: 0.086957
Genus: deutzia 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: gentianopsis 	 NumberInCluster: 1 	 PercentageInCluster: 0.066667
Genus: saccharum 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: hemerocallis 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: broussonetia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: actaea 	 NumberInCluster: 3 	 PercentageInCluster: 0.230769
Genus: cornus 	 NumberInCluster: 4 	 PercentageInCluster: 0.153846
Genus: valeriana 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: eleusine 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: scutellaria 	 NumberInCluster: 8 	 PercentageInCluster: 0.105263
Genus: delphinium 	 NumberInCluster: 2 	 PercentageInCluster: 0.018868
Genus: aplectrum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: fagus 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: quercus 	 NumberInCluster: 23 	 PercentageInCluster: 0.100000
Genus: sarracenia 	 NumberInCluster: 1 	 PercentageInCluster: 0.030303
Genus: smilax 	 NumberInCluster: 5 	 PercentageInCluster: 0.227273
Genus: eriogonum 	 NumberInCluster: 1 	 PercentageInCluster: 0.002294
Genus: centaurium 	 NumberInCluster: 2 	 PercentageInCluster: 0.090909
Genus: arctostaphylos 	 NumberInCluster: 1 	 PercentageInCluster: 0.008547
Genus: phaseolus 	 NumberInCluster: 3 	 PercentageInCluster: 0.166667
Genus: aralia 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: thaspium 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: trisetum 	 NumberInCluster: 1 	 PercentageInCluster: 0.076923
Genus: paspalum 	 NumberInCluster: 2 	 PercentageInCluster: 0.031746
Genus: gaura 	 NumberInCluster: 2 	 PercentageInCluster: 0.074074
Genus: trichophorum 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: floerkea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: leptochloa 	 NumberInCluster: 2 	 PercentageInCluster: 0.117647
Genus: triphora 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: briza 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: chimaphila 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: sisyrinchium 	 NumberInCluster: 3 	 PercentageInCluster: 0.066667
Genus: corylus 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: cryptotaenia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: boehmeria 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: foeniculum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: populus 	 NumberInCluster: 10 	 PercentageInCluster: 0.333333
Genus: anethum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: diodia 	 NumberInCluster: 4 	 PercentageInCluster: 0.250000
Genus: alcea 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: anemone 	 NumberInCluster: 4 	 PercentageInCluster: 0.083333
Genus: belamcanda 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: clitoria 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: cirsium 	 NumberInCluster: 5 	 PercentageInCluster: 0.045045
Genus: cynoglossum 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: anoda 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: chrysogonum 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: hamamelis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: agrostis 	 NumberInCluster: 1 	 PercentageInCluster: 0.030303
Genus: symphyotrichum 	 NumberInCluster: 29 	 PercentageInCluster: 0.197279
Genus: tilia 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: lobelia 	 NumberInCluster: 6 	 PercentageInCluster: 0.080000
Genus: deparia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: microstegium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: gentianella 	 NumberInCluster: 2 	 PercentageInCluster: 0.111111
Genus: spiraea 	 NumberInCluster: 7 	 PercentageInCluster: 0.212121
Genus: chamaesyce 	 NumberInCluster: 3 	 PercentageInCluster: 0.025210
Genus: silybum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cinna 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: buchnera 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: eragrostis 	 NumberInCluster: 10 	 PercentageInCluster: 0.147059
Genus: campsis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: huperzia 	 NumberInCluster: 2 	 PercentageInCluster: 0.052632
Genus: ruta 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: vigna 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: pluchea 	 NumberInCluster: 3 	 PercentageInCluster: 0.214286
Genus: triosteum 	 NumberInCluster: 4 	 PercentageInCluster: 0.666667
Genus: paronychia 	 NumberInCluster: 5 	 PercentageInCluster: 0.111111
Genus: pseudognaphalium 	 NumberInCluster: 4 	 PercentageInCluster: 0.121212
Genus: chamaelirium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: brachyelytrum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: nepeta 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: malaxis 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: zizania 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: datura 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: trapa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: grindelia 	 NumberInCluster: 1 	 PercentageInCluster: 0.018182
Genus: lindernia 	 NumberInCluster: 3 	 PercentageInCluster: 0.300000
Genus: rhexia 	 NumberInCluster: 3 	 PercentageInCluster: 0.200000
Genus: toxicodendron 	 NumberInCluster: 4 	 PercentageInCluster: 0.363636
Genus: vaccinium 	 NumberInCluster: 5 	 PercentageInCluster: 0.111111
Genus: ophioglossum 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: gymnocarpium 	 NumberInCluster: 2 	 PercentageInCluster: 0.200000
Genus: galactia 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: dicentra 	 NumberInCluster: 2 	 PercentageInCluster: 0.222222
Genus: bidens 	 NumberInCluster: 7 	 PercentageInCluster: 0.098592
Genus: silphium 	 NumberInCluster: 6 	 PercentageInCluster: 0.153846
Genus: mahonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.076923
Genus: acalypha 	 NumberInCluster: 3 	 PercentageInCluster: 0.125000
Genus: celastrus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: althaea 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: aurinia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: egeria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: nonea 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: symphytum 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: hylotelephium 	 NumberInCluster: 3 	 PercentageInCluster: 0.500000
Genus: teesdalia 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: tanacetum 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: hudsonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: antennaria 	 NumberInCluster: 4 	 PercentageInCluster: 0.070175
Genus: echinochloa 	 NumberInCluster: 4 	 PercentageInCluster: 0.222222
Genus: vicia 	 NumberInCluster: 6 	 PercentageInCluster: 0.130435
Genus: cotinus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: heliopsis 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: liatris 	 NumberInCluster: 7 	 PercentageInCluster: 0.098592
Genus: lechea 	 NumberInCluster: 7 	 PercentageInCluster: 0.291667
Genus: liquidambar 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: cynosurus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: piptatherum 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: osmunda 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: ligustrum 	 NumberInCluster: 4 	 PercentageInCluster: 0.444444
Genus: hieracium 	 NumberInCluster: 13 	 PercentageInCluster: 0.160494
Genus: nuttallanthus 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: guizotia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: diospyros 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: sempervivum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: halesia 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: digitaria 	 NumberInCluster: 2 	 PercentageInCluster: 0.055556
Genus: clinopodium 	 NumberInCluster: 1 	 PercentageInCluster: 0.076923
Genus: sparganium 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: muhlenbergia 	 NumberInCluster: 6 	 PercentageInCluster: 0.085714
Genus: pueraria 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: scirpus 	 NumberInCluster: 7 	 PercentageInCluster: 0.350000
Genus: aethusa 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hasteola 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: minuartia 	 NumberInCluster: 3 	 PercentageInCluster: 0.071429
Genus: aruncus 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: arabidopsis 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: waldsteinia 	 NumberInCluster: 2 	 PercentageInCluster: 0.333333
Genus: paeonia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: chelone 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: tripsacum 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: oxalis 	 NumberInCluster: 1 	 PercentageInCluster: 0.025641
Genus: hydrastis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hypoxis 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: lamium 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: cerastium 	 NumberInCluster: 5 	 PercentageInCluster: 0.111111
Genus: veronicastrum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: sanicula 	 NumberInCluster: 5 	 PercentageInCluster: 0.192308
Genus: corydalis 	 NumberInCluster: 2 	 PercentageInCluster: 0.090909
Genus: elephantopus 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: anchusa 	 NumberInCluster: 3 	 PercentageInCluster: 0.600000
Genus: macleaya 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: anthriscus 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: kerria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: potentilla 	 NumberInCluster: 4 	 PercentageInCluster: 0.029851
Genus: goodyera 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: muscari 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: draba 	 NumberInCluster: 2 	 PercentageInCluster: 0.013423
Genus: stenanthium 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: pellaea 	 NumberInCluster: 2 	 PercentageInCluster: 0.080000
Genus: schizachyrium 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: mimulus 	 NumberInCluster: 2 	 PercentageInCluster: 0.017699
Genus: claytonia 	 NumberInCluster: 2 	 PercentageInCluster: 0.035714
Genus: nymphoides 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: mertensia 	 NumberInCluster: 1 	 PercentageInCluster: 0.031250
Genus: thymus 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: triodanis 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: sida 	 NumberInCluster: 2 	 PercentageInCluster: 0.068966
Genus: heracleum 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: vulpia 	 NumberInCluster: 3 	 PercentageInCluster: 0.230769
Genus: ampelopsis 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: citrullus 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: cymbalaria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: forsythia 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: chamaecrista 	 NumberInCluster: 5 	 PercentageInCluster: 0.142857
Genus: lilium 	 NumberInCluster: 6 	 PercentageInCluster: 0.136364
Genus: campanula 	 NumberInCluster: 6 	 PercentageInCluster: 0.171429
Genus: cyperus 	 NumberInCluster: 20 	 PercentageInCluster: 0.137931
Genus: buglossoides 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: woodwardia 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: alisma 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: eleutherococcus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: phegopteris 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: ceratophyllum 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: seseli 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: melampyrum 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: ribes 	 NumberInCluster: 5 	 PercentageInCluster: 0.052083
Genus: saponaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: mentha 	 NumberInCluster: 6 	 PercentageInCluster: 0.500000
Genus: suaeda 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: panicum 	 NumberInCluster: 14 	 PercentageInCluster: 0.170732
Genus: mazus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: liriodendron 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: festuca 	 NumberInCluster: 3 	 PercentageInCluster: 0.048387
Genus: triplasis 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: astragalus 	 NumberInCluster: 2 	 PercentageInCluster: 0.003252
Genus: lepidium 	 NumberInCluster: 2 	 PercentageInCluster: 0.021053
Genus: sorbus 	 NumberInCluster: 2 	 PercentageInCluster: 0.125000
Genus: euphorbia 	 NumberInCluster: 8 	 PercentageInCluster: 0.090909
Genus: echinops 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: elyhordeum 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: arnoglossum 	 NumberInCluster: 2 	 PercentageInCluster: 0.250000
Genus: phoradendron 	 NumberInCluster: 1 	 PercentageInCluster: 0.040000
Genus: alliaria 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: equisetum 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
Genus: tipularia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: pyrrhopappus 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: rhododendron 	 NumberInCluster: 5 	 PercentageInCluster: 0.125000
Genus: fraxinus 	 NumberInCluster: 2 	 PercentageInCluster: 0.100000
Genus: lunaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: digitalis 	 NumberInCluster: 3 	 PercentageInCluster: 0.600000
Genus: cuscuta 	 NumberInCluster: 6 	 PercentageInCluster: 0.080000
Genus: calystegia 	 NumberInCluster: 6 	 PercentageInCluster: 0.109091
Genus: laburnum 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: echium 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: humulus 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: trichomanes 	 NumberInCluster: 1 	 PercentageInCluster: 0.030303
Genus: hottonia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: calamagrostis 	 NumberInCluster: 2 	 PercentageInCluster: 0.052632
Genus: polygala 	 NumberInCluster: 9 	 PercentageInCluster: 0.112500
Genus: chaiturus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: aletris 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: gratiola 	 NumberInCluster: 3 	 PercentageInCluster: 0.214286
Genus: nigella 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: ipomoea 	 NumberInCluster: 5 	 PercentageInCluster: 0.073529
Genus: kalopanax 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: polymnia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: scleria 	 NumberInCluster: 7 	 PercentageInCluster: 0.233333
Genus: lycopodiella 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
